0.0004509,0.003084,0.1127
0.0004509,0.003084,0.5
0.0004509,0.003084,0.8873
0.0004509,0.019754,0.019754
0.0004509,0.019754,0.1127
0.0004509,0.019754,0.28288
0.0004509,0.019754,0.5
0.0004509,0.019754,0.71712
0.0004509,0.019754,0.8873
0.0004509,0.019754,0.98025
0.0004509,0.05577,0.1127
0.0004509,0.05577,0.5
0.0004509,0.05577,0.8873
0.0004509,0.1127,0.003084
0.0004509,0.1127,0.019754
0.0004509,0.1127,0.05577
0.0004509,0.1127,0.1127
0.0004509,0.1127,0.18945
0.0004509,0.1127,0.28288
0.0004509,0.1127,0.38831
0.0004509,0.1127,0.5
0.0004509,0.1127,0.61169
0.0004509,0.1127,0.71712
0.0004509,0.1127,0.81055
0.0004509,0.1127,0.8873
0.0004509,0.1127,0.94423
0.0004509,0.1127,0.98025
0.0004509,0.1127,0.99692
0.0004509,0.18945,0.1127
0.0004509,0.18945,0.5
0.0004509,0.18945,0.8873
0.0004509,0.28288,0.019754
0.0004509,0.28288,0.1127
0.0004509,0.28288,0.28288
0.0004509,0.28288,0.5
0.0004509,0.28288,0.71712
0.0004509,0.28288,0.8873
0.0004509,0.28288,0.98025
0.0004509,0.38831,0.1127
0.0004509,0.38831,0.5
0.0004509,0.38831,0.8873
0.0004509,0.5,0.003084
0.0004509,0.5,0.019754
0.0004509,0.5,0.05577
0.0004509,0.5,0.1127
0.0004509,0.5,0.18945
0.0004509,0.5,0.28288
0.0004509,0.5,0.38831
0.0004509,0.5,0.5
0.0004509,0.5,0.61169
0.0004509,0.5,0.71712
0.0004509,0.5,0.81055
0.0004509,0.5,0.8873
0.0004509,0.5,0.94423
0.0004509,0.5,0.98025
0.0004509,0.5,0.99692
0.0004509,0.61169,0.1127
0.0004509,0.61169,0.5
0.0004509,0.61169,0.8873
0.0004509,0.71712,0.019754
0.0004509,0.71712,0.1127
0.0004509,0.71712,0.28288
0.0004509,0.71712,0.5
0.0004509,0.71712,0.71712
0.0004509,0.71712,0.8873
0.0004509,0.71712,0.98025
0.0004509,0.81055,0.1127
0.0004509,0.81055,0.5
0.0004509,0.81055,0.8873
0.0004509,0.8873,0.003084
0.0004509,0.8873,0.019754
0.0004509,0.8873,0.05577
0.0004509,0.8873,0.1127
0.0004509,0.8873,0.18945
0.0004509,0.8873,0.28288
0.0004509,0.8873,0.38831
0.0004509,0.8873,0.5
0.0004509,0.8873,0.61169
0.0004509,0.8873,0.71712
0.0004509,0.8873,0.81055
0.0004509,0.8873,0.8873
0.0004509,0.8873,0.94423
0.0004509,0.8873,0.98025
0.0004509,0.8873,0.99692
0.0004509,0.94423,0.1127
0.0004509,0.94423,0.5
0.0004509,0.94423,0.8873
0.0004509,0.98025,0.019754
0.0004509,0.98025,0.1127
0.0004509,0.98025,0.28288
0.0004509,0.98025,0.5
0.0004509,0.98025,0.71712
0.0004509,0.98025,0.8873
0.0004509,0.98025,0.98025
0.0004509,0.99692,0.1127
0.0004509,0.99692,0.5
0.0004509,0.99692,0.8873
0.003084,0.0004509,0.1127
0.003084,0.0004509,0.5
0.003084,0.0004509,0.8873
0.003084,0.003084,0.003084
